Date,Value,Index,Rate,Value,Index Value,Settle,Under $100_000,0%,Settle
1993-03-22,332.6,86.6,3.85,140.308,73.27,449.0,60.0,21.0,170.5
1993-03-23,331.9,86.6,3.85,140.308,73.27,449.65,60.0,21.0,171.0
1993-03-24,331.0,86.6,3.85,140.308,73.27,449.2,60.0,21.0,172.0
1993-03-25,332.6,86.6,3.85,140.308,73.27,452.0,60.0,21.0,171.25
1993-03-26,332.7,86.6,3.85,140.308,73.27,448.9,60.0,21.0,171.5
1993-03-29,331.7,86.6,3.85,140.308,73.27,451.6,60.0,21.0,173.0
1993-03-30,334.4,86.6,3.85,140.308,73.27,452.85,60.0,21.0,172.0
1993-03-31,337.8,85.9,3.85,140.308,73.27,452.6,60.0,21.0,173.0
1993-04-01,336.35,85.9,3.85,140.308,73.27,449.35,60.0,21.0,175.0
1993-04-02,340.1,85.9,3.85,140.308,73.27,442.55,60.0,21.0,174.5
1993-04-05,339.25,85.9,3.85,140.308,73.27,442.9,60.0,21.0,176.25
1993-04-06,338.4,85.9,3.85,140.308,73.27,441.95,60.0,21.0,174.25
1993-04-07,336.75,85.9,3.85,140.308,73.27,442.75,60.0,21.0,175.25
1993-04-08,337.5,85.9,3.85,140.308,73.27,442.6,60.0,21.0,173.25
1993-04-09,337.5,85.9,3.85,140.308,73.27,442.6,60.0,21.0,173.25
1993-04-12,337.5,85.9,3.85,140.308,73.27,448.35,60.0,21.0,173.25
1993-04-13,336.7,85.9,3.85,140.308,73.27,449.7,60.0,21.0,174.25
1993-04-14,338.25,85.9,3.85,140.308,73.27,449.1,60.0,21.0,174.0
1993-04-15,338.9,85.9,3.85,140.308,73.27,449.2,60.0,21.0,174.25
1993-04-16,337.85,85.9,3.85,140.308,73.27,449.55,60.0,21.0,174.0
1993-04-19,339.6,85.9,3.85,140.308,73.27,446.95,60.0,21.0,173.25
1993-04-20,339.9,85.9,3.85,140.308,73.27,445.8,60.0,21.0,173.5
1993-04-21,339.0,85.9,3.85,140.308,73.27,443.85,60.0,21.0,174.25
1993-04-22,339.3,85.9,3.85,140.308,73.27,438.55,60.0,21.0,173.25
1993-04-23,344.9,85.9,3.85,140.308,73.27,437.0,60.0,21.0,174.0
1993-04-26,349.25,85.9,3.85,140.308,73.27,432.9,60.0,21.0,174.75
1993-04-27,351.4,85.9,3.85,140.308,73.27,437.7,60.0,21.0,174.0
1993-04-28,349.7,85.9,3.85,140.308,73.27,436.95,60.0,21.0,174.25
1993-04-29,355.6,85.9,3.85,140.308,73.27,439.3,60.0,21.0,178.0
1993-04-30,354.3,85.6,3.85,140.308,73.27,438.65,60.0,21.0,177.5
1993-05-03,354.3,85.6,3.85,140.308,73.27,442.35,60.0,21.0,177.5
1993-05-04,356.15,85.6,3.85,140.308,73.27,443.9,60.0,21.0,177.5
1993-05-05,354.25,85.6,3.85,140.308,73.27,444.4,60.0,21.0,177.5
1993-05-06,355.5,85.6,3.85,140.308,73.27,443.85,60.0,21.0,179.0
1993-05-07,357.5,85.6,3.85,140.308,73.27,442.0,60.0,21.0,179.0
1993-05-10,356.8,85.6,3.85,140.308,73.27,443.25,60.0,21.0,179.5
1993-05-11,355.35,85.6,3.85,140.308,73.27,444.6,60.0,21.0,178.0
1993-05-12,356.2,85.6,3.85,140.308,73.27,444.0,60.0,21.0,177.25
1993-05-13,367.0,85.6,3.85,140.308,73.27,438.95,60.0,21.0,173.5
1993-05-14,368.2,85.6,3.85,140.308,73.27,439.5,60.0,21.0,170.5
1993-05-17,369.25,85.6,3.85,140.308,73.27,440.1,60.0,21.0,170.5
1993-05-18,367.8,85.6,3.85,140.308,73.27,440.05,60.0,21.0,171.75
1993-05-19,381.9,85.6,3.85,140.308,73.27,448.3,60.0,21.0,171.25
1993-05-20,373.8,85.6,3.85,140.308,73.27,450.8,60.0,21.0,172.0
1993-05-21,373.25,85.6,3.85,140.308,73.27,445.7,60.0,21.0,171.5
1993-05-24,379.25,85.6,3.85,140.308,73.27,448.1,60.0,21.0,171.0
1993-05-25,377.5,85.6,3.85,140.308,73.27,449.0,60.0,21.0,170.25
1993-05-26,374.5,85.6,3.85,140.308,73.27,453.95,60.0,21.0,170.25
1993-05-27,374.75,85.6,3.85,140.308,73.27,451.5,60.0,21.0,171.25
1993-05-28,377.45,85.6,3.85,140.308,73.27,450.1,60.0,21.0,173.25
1993-05-31,377.45,80.3,3.85,140.308,73.27,450.1,60.0,21.0,173.25
1993-06-01,377.35,80.3,3.85,140.308,73.27,453.75,60.0,21.0,172.25
1993-06-02,369.0,80.3,3.85,140.308,73.27,453.4,60.0,21.0,172.75
1993-06-03,374.7,80.3,3.85,140.308,73.27,452.4,60.0,21.0,171.75
1993-06-04,377.6,80.3,3.85,140.308,73.27,450.6,60.0,21.0,170.5
1993-06-07,372.8,80.3,3.85,140.308,73.27,447.65,60.0,21.0,168.25
1993-06-08,375.25,80.3,3.85,140.308,73.27,445.7,60.0,21.0,170.25
1993-06-09,371.45,80.3,3.85,140.308,73.27,446.4,60.0,21.0,169.0
1993-06-10,370.8,80.3,3.85,140.308,73.27,446.45,60.0,21.0,169.0
1993-06-11,370.35,80.3,3.85,140.308,73.27,448.35,60.0,21.0,166.25
1993-06-14,363.0,80.3,3.85,140.308,73.27,447.75,60.0,21.0,166.5
1993-06-15,365.35,80.3,3.85,140.308,73.27,446.75,60.0,21.0,165.75
1993-06-16,368.0,80.3,3.85,140.308,73.27,448.1,60.0,21.0,165.75
1993-06-17,369.45,80.3,3.85,140.308,73.27,448.95,60.0,21.0,166.25
1993-06-18,370.9,80.3,3.85,140.308,73.27,446.15,60.0,21.0,165.25
1993-06-21,370.55,80.3,3.85,140.308,73.27,447.4,60.0,21.0,165.5
1993-06-22,368.8,80.3,3.85,140.308,73.27,446.95,60.0,21.0,164.5
1993-06-23,367.1,80.3,3.85,140.308,73.27,443.15,60.0,21.0,164.25
1993-06-24,373.9,80.3,3.85,140.308,73.27,448.3,60.0,21.0,165.25
1993-06-25,376.1,80.3,3.85,140.308,73.27,448.85,60.0,21.0,165.5
1993-06-28,375.35,80.3,3.85,140.308,73.27,452.65,60.0,21.0,165.25
1993-06-29,375.35,80.3,3.85,140.308,73.27,451.45,60.0,21.0,165.75
1993-06-30,378.45,81.5,3.85,140.308,73.27,451.0,60.0,21.0,166.25
1993-07-01,379.0,81.5,3.85,140.308,73.27,449.3,60.0,21.0,163.0
1993-07-02,388.1,81.5,3.85,140.308,73.27,446.25,60.0,21.0,160.5
1993-07-05,387.6,81.5,3.85,140.308,73.27,446.25,60.0,21.0,161.25
1993-07-06,391.65,81.5,3.85,140.308,73.27,441.9,60.0,21.0,161.75
1993-07-07,395.8,81.5,3.85,140.308,73.27,443.45,60.0,21.0,161.25
1993-07-08,395.2,81.5,3.85,140.308,73.27,448.45,60.0,21.0,159.0
1993-07-09,393.1,81.5,3.85,140.308,73.27,449.2,60.0,21.0,158.25
1993-07-12,393.4,81.5,3.85,140.308,73.27,449.4,60.0,21.0,160.0
1993-07-13,392.45,81.5,3.85,140.308,73.27,448.85,60.0,21.0,162.5
1993-07-14,394.4,81.5,3.85,140.308,73.27,450.25,60.0,21.0,160.5
1993-07-15,392.7,81.5,3.85,140.308,73.27,449.75,60.0,21.0,158.5
1993-07-16,392.0,81.5,3.85,140.308,73.27,446.95,60.0,21.0,158.25
1993-07-19,394.8,81.5,3.85,140.308,73.27,446.75,60.0,21.0,158.25
1993-07-20,392.1,81.5,3.85,140.308,73.27,448.0,60.0,21.0,158.75
1993-07-21,392.4,81.5,3.85,140.308,73.27,447.6,60.0,21.0,159.0
1993-07-22,389.15,81.5,3.85,140.308,73.27,445.75,60.0,21.0,159.5
1993-07-23,391.3,81.5,3.85,140.308,73.27,447.45,60.0,21.0,160.25
1993-07-26,391.75,81.5,3.85,140.308,73.27,449.05,60.0,21.0,160.5
1993-07-27,392.35,81.5,3.85,140.308,73.27,447.7,60.0,21.0,161.5
1993-07-28,393.15,81.5,3.85,140.308,73.27,448.0,60.0,21.0,162.75
1993-07-29,394.0,81.5,3.85,140.308,73.27,450.35,60.0,21.0,163.0
1993-07-30,401.75,81.5,3.85,140.308,73.27,448.0,60.0,21.0,161.0
1993-07-31,401.75,77.0,3.85,140.308,73.27,448.0,60.0,21.0,161.0
1993-08-02,405.6,77.0,3.85,140.308,73.27,449.6,60.0,21.0,159.75
1993-08-03,403.75,77.0,3.85,140.308,73.27,448.95,60.0,21.0,158.75
1993-08-04,402.65,77.0,3.85,140.308,73.27,449.2,60.0,21.0,159.75
1993-08-05,387.75,77.0,3.85,140.308,73.27,448.65,60.0,21.0,159.75
1993-08-06,379.4,77.0,3.85,140.308,73.27,448.75,60.0,21.0,157.5
1993-08-09,381.7,77.0,3.85,140.308,73.27,450.6,60.0,21.0,158.75
1993-08-10,380.35,77.0,3.85,140.308,73.27,450.8,60.0,21.0,157.75
1993-08-11,376.0,77.0,3.85,140.308,73.27,450.6,60.0,21.0,159.0
1993-08-12,376.3,77.0,3.85,140.308,73.27,449.65,60.0,21.0,161.75
1993-08-13,367.6,77.0,3.85,140.308,73.27,450.1,60.0,21.0,165.0
1993-08-16,372.6,77.0,3.85,140.308,73.27,452.35,60.0,21.0,165.0
1993-08-17,371.6,77.0,3.85,140.308,73.27,454.1,60.0,21.0,164.5
1993-08-18,373.7,77.0,3.85,140.308,73.27,456.3,60.0,21.0,164.0
1993-08-19,373.4,77.0,3.85,140.308,73.27,456.6,60.0,21.0,164.25
1993-08-20,373.25,77.0,3.85,140.308,73.27,456.35,60.0,21.0,164.5
1993-08-23,373.1,77.0,3.85,140.308,73.27,455.45,60.0,21.0,165.5
1993-08-24,373.65,77.0,3.85,140.308,73.27,460.3,60.0,21.0,166.25
1993-08-25,371.15,77.0,3.85,140.308,73.27,461.1,60.0,21.0,165.0
1993-08-26,371.25,77.0,3.85,140.308,73.27,461.2,60.0,21.0,164.25
1993-08-27,369.25,77.0,3.85,140.308,73.27,460.9,60.0,21.0,165.75
1993-08-30,369.25,77.0,3.85,140.308,73.27,462.0,60.0,21.0,165.75
1993-08-31,371.55,77.3,3.85,140.308,73.27,463.25,60.0,21.0,165.75
1993-09-01,369.05,77.3,3.85,140.308,73.27,463.25,60.0,21.0,162.75
1993-09-02,369.25,77.3,3.85,140.308,73.27,461.15,60.0,21.0,163.75
1993-09-03,362.8,77.3,3.85,140.308,73.27,461.6,60.0,21.0,162.25
1993-09-06,364.25,77.3,3.85,140.308,73.27,461.6,60.0,21.0,162.0
1993-09-07,354.8,77.3,3.85,140.308,73.27,458.65,60.0,21.0,159.75
1993-09-08,351.75,77.3,3.85,140.308,73.27,456.65,60.0,21.0,158.5
1993-09-09,353.3,77.3,3.85,140.308,73.27,457.75,60.0,21.0,158.5
1993-09-10,351.5,77.3,3.85,140.308,73.27,462.0,60.0,21.0,156.5
1993-09-13,344.2,77.3,3.85,140.308,73.27,462.0,60.0,21.0,161.25
1993-09-14,343.7,77.3,3.85,140.308,73.27,460.15,60.0,21.0,162.75
1993-09-15,348.0,77.3,3.85,140.308,73.27,461.45,60.0,21.0,162.0
1993-09-16,352.75,77.3,3.85,140.308,73.27,459.65,60.0,21.0,162.5
1993-09-17,351.85,77.3,3.85,140.308,73.27,459.15,60.0,21.0,163.0
1993-09-20,354.0,77.3,3.85,140.308,73.27,455.65,60.0,21.0,166.25
1993-09-21,354.75,77.3,3.85,140.308,73.27,453.4,60.0,21.0,166.0
1993-09-22,354.4,77.3,3.85,140.308,73.27,457.65,60.0,21.0,166.75
1993-09-23,357.0,77.3,3.85,140.308,73.27,459.0,60.0,21.0,165.25
1993-09-24,357.6,77.3,3.85,140.308,73.27,459.35,60.0,21.0,166.5
1993-09-27,356.65,77.3,3.85,140.308,73.27,462.9,60.0,21.0,168.0
1993-09-28,355.75,77.3,3.85,140.308,73.27,462.4,60.0,21.0,167.5
1993-09-29,353.2,77.3,3.85,140.308,73.27,460.9,60.0,21.0,172.0
1993-09-30,355.5,77.9,3.85,140.308,73.27,459.35,60.0,21.0,176.75
1993-10-01,354.0,77.9,3.85,140.308,73.27,462.4,60.0,21.0,174.5
1993-10-04,351.75,77.9,3.85,140.308,73.27,462.45,60.0,21.0,172.5
1993-10-05,353.8,77.9,3.85,140.308,73.27,461.65,60.0,21.0,173.25
1993-10-06,356.25,77.9,3.85,140.308,73.27,461.95,60.0,21.0,174.0
1993-10-07,357.3,77.9,3.85,140.308,73.27,459.8,60.0,21.0,174.0
1993-10-08,358.5,77.9,3.85,140.308,73.27,461.35,60.0,21.0,173.0
1993-10-11,361.4,77.9,3.85,140.308,73.27,461.75,60.0,21.0,174.75
1993-10-12,360.6,77.9,3.85,140.308,73.27,461.95,60.0,21.0,174.75
1993-10-13,366.4,77.9,3.85,140.308,73.27,462.25,60.0,21.0,174.25
1993-10-14,367.25,77.9,3.85,140.308,73.27,467.95,60.0,21.0,172.75
1993-10-15,364.6,77.9,3.85,140.308,73.27,470.35,60.0,21.0,172.0
1993-10-18,365.2,77.9,3.85,140.308,73.27,469.5,60.0,21.0,170.5
1993-10-19,366.4,77.9,3.85,140.308,73.27,466.35,60.0,21.0,169.5
1993-10-20,372.5,77.9,3.85,140.308,73.27,467.1,60.0,21.0,169.75
1993-10-21,374.5,77.9,3.85,140.308,73.27,466.0,60.0,21.0,171.0
1993-10-22,367.9,77.9,3.85,140.308,73.27,463.45,60.0,21.0,169.5
1993-10-25,371.5,77.9,3.85,140.308,73.27,464.55,60.0,21.0,165.0
1993-10-26,368.25,77.9,3.85,140.308,73.27,464.55,60.0,21.0,164.5
1993-10-27,371.5,77.9,3.85,140.308,73.27,465.7,60.0,21.0,165.0
1993-10-28,368.55,77.9,3.85,140.308,73.27,468.05,60.0,21.0,164.25
1993-10-29,369.6,77.9,3.85,140.308,73.27,468.05,60.0,21.0,161.25
1993-10-31,369.6,82.7,3.85,140.308,73.27,468.05,60.0,21.0,161.25
1993-11-01,363.25,82.7,3.85,140.308,73.27,469.45,60.0,21.0,164.0
1993-11-02,363.0,82.7,3.85,140.308,73.27,468.5,60.0,21.0,163.25
1993-11-03,363.55,82.7,3.85,140.308,73.27,462.0,60.0,21.0,163.25
1993-11-04,372.0,82.7,3.85,140.308,73.27,458.4,60.0,21.0,164.0
1993-11-05,377.75,82.7,3.85,140.308,73.27,459.6,60.0,21.0,164.0
1993-11-08,375.65,82.7,3.85,140.308,73.27,460.4,60.0,21.0,161.75
1993-11-09,376.0,82.7,3.85,140.308,73.27,460.8,60.0,21.0,162.25
1993-11-10,374.9,82.7,3.85,140.308,73.27,464.5,60.0,21.0,162.5
1993-11-11,376.75,82.7,3.85,140.308,73.27,462.9,60.0,21.0,163.5
1993-11-12,376.75,82.7,3.85,140.308,73.27,466.3,60.0,21.0,160.0
1993-11-15,374.7,82.7,3.85,140.308,73.27,464.3,60.0,21.0,162.0
1993-11-16,375.0,82.7,3.85,140.308,73.27,467.1,60.0,21.0,163.5
1993-11-17,371.8,82.7,3.85,140.308,73.27,464.4,60.0,21.0,165.75
1993-11-18,376.75,82.7,3.85,140.308,73.27,463.4,60.0,21.0,166.5
1993-11-19,377.5,82.7,3.85,140.308,73.27,461.55,60.0,21.0,164.75
1993-11-22,378.4,82.7,3.85,140.308,73.27,459.5,60.0,21.0,165.5
1993-11-23,377.6,82.7,3.85,140.308,73.27,461.75,60.0,21.0,163.5
1993-11-24,376.35,82.7,3.85,140.308,73.27,462.9,60.0,21.0,163.5
1993-11-25,377.6,82.7,3.85,140.308,73.27,462.9,60.0,21.0,157.75
1993-11-26,376.85,82.7,3.85,140.308,73.27,463.15,60.0,21.0,158.25
1993-11-29,371.15,82.7,3.85,140.308,73.27,461.4,60.0,21.0,156.5
1993-11-30,370.9,81.2,3.85,140.308,73.27,461.85,54.0,21.0,155.25
1993-12-01,373.1,81.2,3.85,140.308,73.27,462.9,54.0,21.0,153.75
1993-12-02,374.65,81.2,3.85,140.308,73.27,463.5,54.0,21.0,148.25
1993-12-03,376.75,81.2,3.85,140.308,73.27,465.35,54.0,21.0,147.25
1993-12-06,377.0,81.2,3.85,140.308,73.27,467.15,54.0,21.0,145.75
1993-12-07,376.9,81.2,3.85,140.308,73.27,466.65,54.0,21.0,144.25
1993-12-08,382.3,81.2,3.85,140.308,73.27,465.9,54.0,21.0,142.0
1993-12-09,382.5,81.2,3.85,140.308,73.27,464.4,54.0,21.0,143.0
1993-12-10,382.3,81.2,3.85,140.308,73.27,463.9,54.0,21.0,146.0
1993-12-13,386.25,81.2,3.85,140.308,73.27,466.5,54.0,21.0,146.5
1993-12-14,387.0,81.2,3.85,140.308,73.27,462.6,54.0,21.0,145.75
1993-12-15,385.6,81.2,3.85,140.308,73.27,462.85,54.0,21.0,144.5
1993-12-16,386.1,81.2,3.85,140.308,73.27,463.1,54.0,21.0,145.25
1993-12-17,386.5,81.2,3.85,140.308,73.27,466.95,54.0,21.0,143.5
1993-12-20,389.75,81.2,3.85,140.308,73.27,467.4,54.0,21.0,143.5
1993-12-21,387.5,81.2,3.85,140.308,73.27,466.8,54.0,21.0,142.25
1993-12-22,385.65,81.2,3.85,140.308,73.27,468.7,54.0,21.0,143.0
1993-12-23,384.95,81.2,3.85,140.308,73.27,468.55,54.0,21.0,143.0
1993-12-24,384.95,81.2,3.85,140.308,73.27,468.55,54.0,21.0,143.0
1993-12-27,384.95,81.2,3.85,140.308,73.27,471.65,54.0,21.0,143.0
1993-12-28,384.95,81.2,3.85,140.308,73.27,471.9,54.0,21.0,143.0
1993-12-29,386.1,81.2,3.85,140.308,73.27,471.65,54.0,21.0,140.75
1993-12-30,391.75,81.2,3.85,140.308,73.27,469.75,54.0,21.0,141.25
1993-12-31,391.75,88.2,3.85,144.475,73.27,466.95,53.0,21.0,140.25
1994-01-03,391.75,88.2,3.85,144.475,73.27,465.95,53.0,21.0,140.25
1994-01-04,394.1,88.2,3.85,144.475,73.27,467.5,53.0,21.0,143.0
1994-01-05,395.25,88.2,3.85,144.475,73.27,468.05,53.0,21.0,146.5
1994-01-06,385.65,88.2,3.85,144.475,73.27,467.85,53.0,21.0,147.25
1994-01-07,390.5,88.2,3.85,144.475,73.27,471.25,53.0,21.0,146.25
1994-01-10,383.7,88.2,3.85,144.475,73.27,476.0,53.0,21.0,142.75
1994-01-11,385.45,88.2,3.85,144.475,73.27,475.35,53.0,21.0,143.5
1994-01-12,386.1,88.2,3.85,144.475,73.27,474.2,53.0,21.0,143.25
1994-01-13,388.75,88.2,3.85,144.475,73.27,473.6,53.0,21.0,143.25
1994-01-14,390.1,88.2,3.85,144.475,73.27,474.65,53.0,21.0,148.25
1994-01-17,392.3,88.2,3.85,144.475,73.27,473.55,53.0,21.0,150.25
1994-01-18,392.55,88.2,3.85,144.475,73.27,474.4,53.0,21.0,144.0
1994-01-19,391.7,88.2,3.85,144.475,73.27,474.15,53.0,21.0,144.75
1994-01-20,391.8,88.2,3.85,144.475,73.27,475.3,53.0,21.0,143.75
1994-01-21,386.0,88.2,3.85,144.475,73.27,473.6,53.0,21.0,142.75
1994-01-24,378.8,88.2,3.85,144.475,73.27,472.65,53.0,21.0,142.75
1994-01-25,382.0,88.2,3.85,144.475,73.27,471.6,53.0,21.0,143.5
1994-01-26,383.0,88.2,3.85,144.475,73.27,473.9,53.0,21.0,145.25
1994-01-27,383.6,88.2,3.85,144.475,73.27,477.55,53.0,21.0,147.5
1994-01-28,378.25,88.2,3.85,144.475,73.27,478.7,53.0,21.0,144.75
1994-01-31,377.9,94.3,3.85,144.475,73.27,481.7,57.0,21.0,143.75
1994-02-01,381.65,94.3,3.85,144.475,73.27,479.9,57.0,21.0,145.5
1994-02-02,384.7,94.3,3.85,144.475,73.27,482.3,57.0,21.0,150.0
1994-02-03,385.65,94.3,3.85,144.475,73.27,480.2,57.0,21.0,152.75
1994-02-04,388.5,94.3,3.85,144.475,73.27,468.95,57.0,21.0,148.0
1994-02-07,383.5,94.3,3.85,144.475,73.27,472.05,57.0,21.0,145.25
1994-02-08,380.55,94.3,3.85,144.475,73.27,471.9,57.0,21.0,145.75
1994-02-09,380.75,94.3,3.85,144.475,73.27,473.3,57.0,21.0,141.5
1994-02-10,382.5,94.3,3.85,144.475,73.27,469.45,57.0,21.0,143.25
1994-02-11,381.85,94.3,3.85,144.475,73.27,470.0,57.0,21.0,143.25
1994-02-14,383.25,94.3,3.85,144.475,73.27,471.3,57.0,21.0,139.25
1994-02-15,385.0,94.3,3.85,144.475,73.27,473.6,57.0,21.0,139.5
1994-02-16,383.5,94.3,3.85,144.475,73.27,473.15,57.0,21.0,138.75
1994-02-17,384.5,94.3,3.85,144.475,73.27,470.4,57.0,21.0,138.5
1994-02-18,379.95,94.3,3.85,144.475,73.27,468.15,57.0,21.0,138.5
1994-02-21,380.0,94.3,3.85,144.475,73.27,468.15,57.0,21.0,137.5
1994-02-22,379.4,94.3,3.85,144.475,73.27,472.25,57.0,21.0,138.75
1994-02-23,375.75,94.3,3.85,144.475,73.27,471.05,57.0,21.0,140.0
1994-02-24,376.7,94.3,3.85,144.475,73.27,463.5,57.0,21.0,138.5
1994-02-25,378.95,94.3,3.85,144.475,73.27,466.25,57.0,21.0,138.75
1994-02-28,381.55,93.2,3.85,144.475,73.27,466.15,55.0,21.0,140.0
1994-03-01,381.3,93.2,3.85,144.475,73.27,463.9,55.0,21.0,139.5
1994-03-02,376.95,93.2,3.85,144.475,73.27,464.6,55.0,21.0,140.5
1994-03-03,377.7,93.2,3.85,144.475,73.27,462.8,55.0,21.0,139.75
1994-03-04,375.95,93.2,3.85,144.475,73.27,464.5,55.0,21.0,139.25
1994-03-07,377.5,93.2,3.85,144.475,73.27,467.1,55.0,21.0,136.75
1994-03-08,376.1,93.2,3.85,144.475,73.27,465.35,55.0,21.0,135.75
1994-03-09,375.3,93.2,3.85,144.475,73.27,467.2,55.0,21.0,136.5
1994-03-10,380.5,93.2,3.85,144.475,73.27,463.9,55.0,21.0,134.75
1994-03-11,386.65,93.2,3.85,144.475,73.27,466.15,55.0,21.0,136.0
1994-03-14,386.5,93.2,3.85,144.475,73.27,466.8,55.0,21.0,135.5
1994-03-15,387.1,93.2,3.85,144.475,73.27,466.3,55.0,21.0,137.0
1994-03-16,385.5,93.2,3.85,144.475,73.27,469.25,55.0,21.0,136.5
1994-03-17,383.4,93.2,3.85,144.475,73.27,470.65,55.0,21.0,137.5
1994-03-18,386.55,93.2,3.85,144.475,73.27,470.2,55.0,21.0,137.0
1994-03-21,386.45,93.2,3.85,144.475,73.27,469.4,55.0,21.0,138.25
1994-03-22,389.15,93.2,3.85,144.475,73.27,470.5,55.0,21.0,142.25
1994-03-23,388.25,93.2,3.85,144.475,73.27,470.7,55.0,21.0,140.75
1994-03-24,390.4,93.2,3.85,144.475,73.27,465.1,55.0,21.0,140.0
1994-03-25,391.3,93.2,3.85,144.475,73.27,459.95,55.0,21.0,140.25
1994-03-28,389.25,93.2,3.85,144.475,73.27,461.35,55.0,21.0,136.0
1994-03-29,386.8,93.2,3.85,144.475,73.27,451.65,55.0,21.0,134.25
1994-03-30,387.15,93.2,3.85,144.475,73.27,446.15,55.0,21.0,134.25
1994-03-31,389.2,91.5,3.85,144.475,73.27,446.75,55.0,21.0,136.0
1994-04-01,389.2,91.5,3.85,144.475,73.27,446.75,55.0,21.0,136.0
1994-04-04,389.2,91.5,3.85,144.475,73.27,439.25,55.0,21.0,136.0
1994-04-05,384.75,91.5,3.85,144.475,73.27,448.65,55.0,21.0,144.75
1994-04-06,383.9,91.5,3.85,144.475,73.27,447.25,55.0,21.0,143.5
1994-04-07,384.3,91.5,3.85,144.475,73.27,450.5,55.0,21.0,144.25
1994-04-08,385.45,91.5,3.85,144.475,73.27,447.25,55.0,21.0,143.0
1994-04-11,381.75,91.5,3.85,144.475,73.27,450.45,55.0,21.0,145.75
1994-04-12,378.0,91.5,3.85,144.475,73.27,448.0,55.0,21.0,147.25
1994-04-13,378.5,91.5,3.85,144.475,73.27,446.1,55.0,21.0,145.25
1994-04-14,377.65,91.5,3.85,144.475,73.27,445.95,55.0,21.0,147.25
1994-04-15,377.0,91.5,3.85,144.475,73.27,445.75,55.0,21.0,146.5
1994-04-18,378.1,91.5,3.85,144.475,73.27,442.4,55.0,21.0,150.0
1994-04-19,373.1,91.5,3.85,144.475,73.27,443.1,55.0,21.0,148.0
1994-04-20,371.35,91.5,3.85,144.475,73.27,442.7,55.0,21.0,146.25
1994-04-21,373.3,91.5,3.85,144.475,73.27,449.35,55.0,21.0,147.75
1994-04-22,369.65,91.5,3.85,144.475,73.27,448.0,55.0,21.0,150.25
1994-04-25,373.0,91.5,3.85,144.475,73.27,452.15,55.0,21.0,151.5
1994-04-26,374.3,91.5,3.85,144.475,73.27,451.75,55.0,21.0,151.0
1994-04-27,374.25,91.5,3.85,144.475,73.27,451.75,55.0,21.0,148.25
1994-04-28,373.35,91.5,3.85,144.475,73.27,449.05,55.0,21.0,148.75
1994-04-29,376.45,91.5,3.85,144.475,73.27,450.35,55.0,21.0,147.75
1994-04-30,376.45,92.6,3.85,144.475,73.27,450.35,52.0,21.0,147.75
1994-05-02,376.45,92.6,3.85,144.475,73.27,452.85,52.0,21.0,147.75
1994-05-03,375.1,92.6,3.85,144.475,73.27,451.95,52.0,21.0,150.25
1994-05-04,375.15,92.6,3.85,144.475,73.27,451.05,52.0,21.0,150.25
1994-05-05,374.5,92.6,3.85,144.475,73.27,450.55,52.0,21.0,149.5
1994-05-06,373.4,92.6,3.85,144.475,73.27,446.6,52.0,21.0,152.25
1994-05-09,381.0,92.6,3.85,144.475,73.27,442.0,52.0,21.0,153.5
1994-05-10,380.15,92.6,3.85,144.475,73.27,445.75,52.0,21.0,152.25
1994-05-11,380.5,92.6,3.85,144.475,73.27,441.15,52.0,21.0,151.5
1994-05-12,379.25,92.6,3.85,144.475,73.27,443.1,52.0,21.0,152.0
1994-05-13,381.65,92.6,3.85,144.475,73.27,444.15,52.0,21.0,153.75
1994-05-16,379.3,92.6,3.85,144.475,73.27,444.25,52.0,21.0,152.0
1994-05-17,382.55,92.6,3.85,144.475,73.27,450.65,52.0,21.0,150.0
1994-05-18,379.6,92.6,3.85,144.475,73.27,454.1,52.0,21.0,150.75
1994-05-19,383.3,92.6,3.85,144.475,73.27,456.35,52.0,21.0,152.75
1994-05-20,383.15,92.6,3.85,144.475,73.27,454.8,52.0,21.0,152.75
1994-05-23,386.45,92.6,3.85,144.475,73.27,453.9,52.0,21.0,153.75
1994-05-24,388.0,92.6,3.85,144.475,73.27,455.35,52.0,21.0,151.25
1994-05-25,387.3,92.6,3.85,144.475,73.27,456.15,52.0,21.0,151.0
1994-05-26,384.9,92.6,3.85,144.475,73.27,457.3,52.0,21.0,150.5
1994-05-27,385.4,92.6,3.85,144.475,73.27,456.5,52.0,21.0,151.5
1994-05-30,385.4,92.6,3.85,144.475,73.27,456.5,52.0,21.0,151.5
1994-05-31,387.6,92.8,3.85,144.475,73.27,456.2,46.0,21.0,152.25
1994-06-01,386.3,92.8,3.85,144.475,73.27,457.7,46.0,21.0,154.25
1994-06-02,383.25,92.8,3.85,144.475,73.27,457.6,46.0,21.0,153.5
1994-06-03,382.95,92.8,3.85,144.475,73.27,460.15,46.0,21.0,151.25
1994-06-06,378.4,92.8,3.85,144.475,73.27,459.35,46.0,21.0,150.25
1994-06-07,380.5,92.8,3.85,144.475,73.27,458.05,46.0,21.0,147.75
1994-06-08,381.45,92.8,3.85,144.475,73.27,457.25,46.0,21.0,146.0
1994-06-09,382.55,92.8,3.85,144.475,73.27,458.1,46.0,21.0,149.0
1994-06-10,383.05,92.8,3.85,144.475,73.27,458.85,46.0,21.0,149.0
1994-06-13,382.6,92.8,3.85,144.475,73.27,459.55,46.0,21.0,150.75
